,0
Time_In_System,103.91209214856231
Supply_Side_Time,47.74985481116256
International_Transport_Time,51.473376456127156
Wholesales_Time,1.357177663067051
Demand_Side_Time,4.6888608812725945
Quantity,275179.4
Transport_Cost,1244.753657899821
